File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier
File_381,29.111,3.14,4.5359,5.2294,8.4548,9.4501,Warm
File_382,10.4767,4.6743,0.0,0.0,18.397,2.8027,Cold
File_383,8.2023,2.676,5.2341,3.3046,5.8308,8.7765,Cold
File_384,11.409,5.1426,5.3632,15.5237,12.0175,0.0,Warm
File_385,5.7072,1.2282,4.3796,7.6454,5.8958,0.0,Cold
File_386,22.4421,15.703,12.6064,8.8237,1.5779,7.1333,Warm
File_387,20.7997,17.5761,0.0,0.0,8.81,1.8538,Warm
File_388,28.5606,22.7379,1.8054,6.0692,2.6974,5.6358,Warm
File_389,17.7892,3.046,8.632,4.9317,13.7103,0.0,Warm
File_390,3.3967,20.3192,12.6966,1.3537,6.2257,5.2264,Warm
File_391,32.8361,8.8234,0.0,0.0,5.8783,4.3457,Warm
File_392,26.3056,3.9117,6.011,5.2261,5.5587,4.2714,Warm
File_393,6.4157,9.4686,9.9379,9.1926,8.8756,0.0,Warm
File_394,15.2506,19.5708,0.0,0.0,19.0157,4.0831,Warm
File_395,4.3026,26.3706,0.0,0.0,15.2901,0.99,Warm
File_396,15.6021,9.4054,15.1394,11.1119,17.8098,0.0,Warm
File_397,25.4971,14.1586,9.7106,3.9812,6.0893,4.8256,Warm
File_398,22.1167,18.7323,8.0317,4.4152,9.5477,3.2672,Warm
File_399,9.9357,15.0824,5.8336,5.5789,2.612,3.6131,Warm
File_400,8.8091,12.9316,0.0,0.0,15.0905,4.0972,Warm
File_401,20.7445,21.3324,2.872,5.35,1.7419,6.9666,Warm
File_402,4.0838,3.9718,0.0,0.0,19.4975,3.5322,Cold
File_403,17.6646,12.1276,0.0,0.0,22.625,4.5951,Warm
File_404,4.2138,16.6721,0.0,0.0,9.1938,2.2578,Cold
File_405,13.4764,15.1267,0.0,0.0,4.0197,2.3803,Cold
File_406,20.9798,24.1105,7.3457,8.4617,6.3865,7.3632,Hot
File_407,13.6383,11.9797,7.4097,6.0264,1.2128,5.2052,Warm
File_408,15.3496,2.4418,14.4961,16.8683,11.057,0.0,Warm
File_409,13.0891,3.3781,14.0268,10.5673,19.0514,0.0,Warm
File_410,26.2321,14.7708,5.3228,4.1936,5.8479,8.8884,Warm
File_411,11.4536,3.3561,25.7542,3.2901,14.6202,0.0,Warm
File_412,29.6012,20.317,4.8691,1.1398,8.3045,1.9836,Warm
File_413,7.0177,4.5162,0.0,0.0,22.4788,2.5839,Cold
File_414,5.3035,4.3695,0.0,0.0,8.55,3.1499,Cold
File_415,14.0557,11.5032,0.0,0.0,10.744,1.5201,Cold
File_416,9.8567,4.1105,14.4112,14.6234,14.9596,0.0,Warm
File_417,7.9832,21.5685,5.91,4.1299,4.3506,6.6176,Warm
File_418,18.3764,24.0973,3.4399,7.4021,8.4874,2.0198,Warm
File_419,18.3666,21.8094,0.0,0.0,19.7219,1.2188,Warm
File_420,12.8153,25.6829,0.0,0.0,16.0605,3.6324,Warm
File_421,20.0788,3.6506,0.0,0.0,13.5788,2.7702,Warm
File_422,14.378,21.6186,13.8566,9.013,1.722,6.437,Warm
File_423,32.0813,17.8494,0.0,0.0,3.2179,0.6072,Warm
File_424,8.1862,12.7476,11.0268,5.5501,7.2139,8.6537,Warm
File_425,6.6995,4.4203,5.8138,9.0362,6.2971,0.0,Cold
File_426,6.5886,15.9313,9.9029,4.3692,1.5016,4.0705,Warm
File_427,17.3825,9.0614,21.5427,9.8163,12.4097,0.0,Hot
File_428,27.555,18.7215,6.7337,9.4086,7.5126,6.1956,Hot
File_429,9.95,7.1096,20.374,9.5389,15.0964,0.0,Warm
File_430,3.8585,27.946,0.0,0.0,28.9578,1.2813,Warm
File_431,2.7228,9.2628,24.5553,11.1924,12.9044,0.0,Warm
File_432,28.0635,15.5266,0.0,0.0,18.9027,3.7982,Warm
File_433,27.7688,13.4342,0.0,0.0,6.9105,1.2582,Warm
File_434,18.4164,23.1025,8.9249,9.6056,2.1179,8.9616,Hot
File_435,22.3512,28.4912,0.0,0.0,22.4703,4.0768,Hot
File_436,7.1739,8.4963,27.9922,8.9103,4.2222,0.0,Warm
File_437,29.4646,27.6664,0.0,0.0,7.0409,1.5718,Warm
File_438,4.7935,5.1342,0.0,0.0,3.9997,3.4262,Cold
File_439,11.3576,6.9127,0.0,0.0,24.3031,2.2334,Warm
File_440,13.1094,2.9891,17.3193,10.7104,19.5168,0.0,Warm
File_441,25.1268,11.3566,8.3416,8.0955,6.9475,3.9012,Warm
File_442,32.4935,24.5882,0.0,0.0,18.3655,0.9424,Hot
File_443,3.5205,20.6953,0.0,0.0,18.7899,3.2687,Warm
File_444,15.2455,5.1085,14.3668,2.9889,6.7063,7.9285,Warm
File_445,10.9264,7.632,3.6435,17.5184,9.9445,0.0,Warm
File_446,4.7647,2.0132,9.7384,16.6311,7.8472,0.0,Warm
File_447,5.9689,6.4681,9.1429,16.9513,8.3871,0.0,Warm
File_448,8.1051,9.0103,14.7477,6.4558,11.3871,0.0,Warm
File_449,8.3152,7.1327,12.6627,3.1542,4.0885,8.7545,Warm
File_450,23.6188,5.6268,11.7087,1.8048,8.1157,3.4565,Warm
File_451,6.8781,13.8151,0.0,0.0,16.8311,4.733,Warm
File_452,8.5235,10.2769,0.0,0.0,22.9433,3.0226,Warm
File_453,4.4667,9.8688,0.0,0.0,17.3107,2.0217,Cold
File_454,25.2386,9.9304,0.0,0.0,21.3704,3.5625,Warm
File_455,23.0982,19.5493,2.909,1.0406,4.4915,6.1012,Warm
File_456,16.1491,4.0532,18.7139,14.3018,18.8253,0.0,Hot
File_457,23.6443,16.1458,13.903,9.2176,4.8918,6.4529,Hot
File_458,23.6351,18.4534,2.9175,5.7269,1.4786,6.5378,Warm
File_459,27.5796,17.2969,0.0,0.0,19.5856,0.8027,Warm
File_460,26.2695,8.5442,0.0,0.0,13.514,0.94,Warm
File_461,18.3875,9.0188,20.609,5.8261,7.4966,0.0,Warm
File_462,30.3064,10.8232,0.0,0.0,16.7316,2.6181,Warm
File_463,11.9033,9.6461,5.2099,3.7643,9.1756,6.1153,Warm
File_464,10.984,6.0529,5.0128,8.9743,9.6699,3.3042,Warm
File_465,9.8664,6.8503,26.7223,14.8308,17.93,0.0,Hot
File_466,21.6554,28.9398,0.0,0.0,11.1562,2.3491,Warm
File_467,33.2733,19.7182,0.0,0.0,12.1951,3.2809,Warm
File_468,9.735,7.3401,16.8925,2.5816,2.3387,0.0,Cold
File_469,31.3032,26.5176,0.0,0.0,25.1587,4.2918,Hot
File_470,10.7242,6.1703,2.0192,4.4744,9.4993,7.0892,Cold
File_471,3.9839,3.562,29.3718,2.8877,6.0779,0.0,Warm
File_472,10.6673,2.8082,16.6533,3.583,16.1717,0.0,Warm
File_473,5.1923,9.4028,16.8077,16.8607,18.9066,0.0,Warm
File_474,9.4588,4.5175,9.8258,2.0277,2.5798,0.0,Cold
File_475,22.7812,23.1852,0.0,0.0,10.9379,0.7399,Warm
File_476,28.9371,17.6532,0.0,0.0,17.7075,3.0239,Warm
File_477,3.073,10.9921,2.7924,2.4413,7.2017,1.6463,Cold
File_478,14.1116,6.7033,17.1717,14.8547,5.9216,0.0,Warm
File_479,24.4239,17.0902,0.0,0.0,23.6249,1.2822,Warm
File_480,18.3294,4.5226,14.0645,4.8334,3.63,0.0,Warm
File_481,7.9531,6.927,9.6788,11.0245,6.5532,0.0,Warm
File_482,7.2058,3.2942,28.9563,4.6188,13.2576,0.0,Warm
File_483,6.9043,6.704,23.6337,5.3691,13.7797,0.0,Warm
File_484,7.505,9.666,3.6734,6.7426,6.4156,4.4522,Cold
File_485,8.6679,8.3142,2.0578,1.2938,2.3692,5.4239,Cold
File_486,11.0463,21.4377,6.9161,8.6355,6.495,3.5506,Warm
File_487,24.3636,8.3797,9.7473,7.9878,4.1736,4.4687,Warm
File_488,11.6056,23.6932,0.0,0.0,4.075,2.0001,Warm
File_489,29.3435,21.1147,0.0,0.0,26.2729,2.4196,Hot
File_490,27.9046,18.5246,11.648,7.6024,8.6716,3.5742,Hot
File_491,6.02,22.4062,0.0,0.0,18.1772,3.6386,Warm
File_492,29.6572,13.0503,0.0,0.0,29.6585,4.3227,Hot
File_493,13.2437,17.7664,4.4384,1.853,4.0871,5.5011,Warm
File_494,15.2874,28.1694,0.0,0.0,16.4473,3.5254,Warm
File_495,7.2224,28.9665,0.0,0.0,10.6219,4.2033,Warm
File_496,32.5626,20.5293,0.0,0.0,7.1758,2.3603,Warm
File_497,5.7725,8.1621,0.0,0.0,8.783,2.247,Cold
File_498,7.6222,3.9338,8.1551,2.8148,7.0746,3.1763,Cold
File_499,22.5056,21.7207,0.0,0.0,4.7425,3.9252,Warm
File_500,18.3252,9.8077,12.4911,6.9622,13.688,0.0,Warm
File_501,18.3277,7.3214,8.8934,4.2456,12.4847,0.0,Warm
File_502,22.8,10.6819,7.4242,6.0039,4.4866,6.9599,Warm
File_503,5.13,27.4979,0.0,0.0,15.3719,3.4515,Warm
File_504,18.2973,10.3335,7.6058,5.8623,5.77,6.3205,Warm
File_505,22.4713,10.5473,0.0,0.0,9.0602,2.3887,Warm
File_506,24.4002,11.0283,0.0,0.0,19.9791,0.7378,Warm
File_507,7.3293,2.8757,3.3334,15.4976,7.7954,0.0,Cold
File_508,8.7526,4.3614,0.0,0.0,25.2752,2.7891,Warm
File_509,12.8476,21.5922,1.8841,6.7442,6.9282,4.4638,Warm
File_510,19.6322,3.2168,0.0,0.0,20.439,1.3888,Warm
File_511,3.9547,21.3472,3.3005,8.4866,2.5885,2.3026,Warm
File_512,29.5301,10.9993,2.7401,2.0986,7.1981,4.4131,Warm
File_513,12.7889,3.3376,6.9649,9.5714,9.4896,2.5027,Warm
File_514,20.0133,20.8241,0.0,0.0,15.7477,4.2344,Warm
File_515,12.2248,5.5023,23.2736,18.1408,7.0123,0.0,Warm
File_516,19.6471,7.7552,19.6382,3.5839,11.4041,0.0,Warm
File_517,3.4319,7.4184,24.8554,2.7717,18.6952,0.0,Warm
File_518,28.0002,23.2366,6.2886,9.7023,2.6955,4.5624,Hot
File_519,30.2432,12.7689,0.0,0.0,12.998,4.7734,Warm
File_520,6.4553,24.2672,0.0,0.0,7.6268,3.7701,Warm
File_521,5.9027,3.9367,11.8755,19.212,2.9071,0.0,Warm
File_522,22.2242,11.6579,0.0,0.0,18.8503,4.5196,Warm
File_523,28.7361,18.4736,4.8362,9.1026,1.1056,9.7927,Hot
File_524,12.2761,20.487,12.8675,1.3474,1.9863,7.1617,Warm
File_525,10.6463,18.5784,0.0,0.0,24.5158,4.8507,Warm
File_526,21.9198,23.0528,3.4911,9.2459,8.8967,4.1157,Hot
File_527,19.5119,8.5261,17.8697,17.505,4.7473,0.0,Warm
File_528,22.5388,22.5422,0.0,0.0,19.2332,3.5634,Warm
File_529,7.4622,3.8925,0.0,0.0,3.198,1.1468,Cold
File_530,5.4861,15.1803,0.0,0.0,11.2614,1.0949,Cold
File_531,23.1744,19.9392,6.1701,8.8728,2.6522,3.3936,Warm
File_532,9.1393,21.392,8.168,7.9769,1.7044,9.8101,Warm
File_533,33.9157,20.0221,0.0,0.0,29.6156,3.2445,Hot
File_534,8.9405,21.4599,9.746,2.6317,2.9419,1.8062,Warm
File_535,29.4371,4.4168,13.9456,8.9699,3.0538,3.9242,Warm
File_536,11.5481,8.0548,21.8463,9.678,8.3434,0.0,Warm
File_537,22.7502,12.4589,0.0,0.0,16.1706,0.8527,Warm
File_538,14.5183,3.9109,10.3906,3.2401,4.4893,4.2785,Warm
File_539,14.4902,16.3089,10.1948,2.6929,4.6637,5.688,Warm
File_540,12.2539,5.1561,5.896,3.0049,3.7068,6.9467,Cold
File_541,4.4909,3.4753,16.5896,2.8235,17.0172,0.0,Warm
File_542,3.9803,6.6789,5.9808,5.1986,13.3972,0.0,Cold
File_543,32.4904,14.5067,0.0,0.0,12.6083,1.7983,Warm
File_544,27.1026,15.0919,3.2333,9.8121,5.5292,4.8091,Warm
File_545,21.9008,27.047,0.0,0.0,4.6557,1.4079,Warm
File_546,14.3114,9.3767,0.0,0.0,17.9075,1.2352,Warm
File_547,3.5245,28.1984,0.0,0.0,7.1487,2.9419,Warm
File_548,7.9321,10.1136,0.0,0.0,6.679,1.6385,Cold
File_549,12.4945,21.8548,8.8225,8.6,5.0787,7.5061,Warm
File_550,11.3141,9.1799,14.2562,8.6817,3.7306,4.426,Warm
File_551,20.9504,15.5172,10.6745,1.1009,1.9411,1.6551,Warm
File_552,23.1493,9.5583,0.0,0.0,28.8448,1.4561,Warm
File_553,10.6286,12.8484,10.797,6.101,5.534,7.1907,Warm
File_554,5.2301,3.1863,14.4277,7.4265,6.5347,2.8232,Cold
File_555,24.7548,11.7193,3.969,6.3996,6.9249,4.3376,Warm
File_556,10.242,3.1954,16.181,7.2085,10.4396,0.0,Warm
File_557,23.1466,15.6986,10.7532,7.6768,2.9052,4.9739,Warm
File_558,16.6172,28.1156,0.0,0.0,21.7463,2.22,Warm
File_559,17.034,20.296,13.4505,7.3369,1.4001,7.907,Warm
File_560,11.675,7.4278,20.4897,7.519,10.4642,0.0,Warm
File_561,14.5799,17.3774,9.2257,4.878,4.2333,2.939,Warm
File_562,8.4286,12.7602,13.4134,8.265,9.7457,6.5485,Warm
File_563,10.3942,12.3754,2.9841,3.8946,9.1035,7.027,Warm
File_564,16.8542,20.7539,12.6961,5.5304,9.1095,3.2095,Warm
File_565,11.4224,26.7648,0.0,0.0,20.9926,2.2715,Warm
File_566,5.74,7.4119,0.0,0.0,24.2725,1.4785,Cold
File_567,8.9642,1.0705,29.5568,4.1389,9.6715,0.0,Warm
File_568,21.3829,14.8302,10.3397,7.0689,1.8665,7.8758,Warm
File_569,10.6765,4.8542,27.7211,8.3845,7.6642,0.0,Warm
File_570,24.4097,3.2005,5.2971,6.5855,3.3448,7.6682,Warm
File_571,32.1422,29.2957,0.0,0.0,26.9346,0.6585,Hot
File_572,15.4524,12.05,0.0,0.0,3.7294,4.8084,Cold
File_573,20.427,19.3598,0.0,0.0,15.386,3.9268,Warm
File_574,11.0638,8.49,5.8357,17.5484,12.1371,0.0,Warm
File_575,19.0528,8.7347,0.0,0.0,15.6036,2.9132,Warm
File_576,34.021,6.3942,0.0,0.0,16.7517,2.352,Warm
File_577,11.1908,7.9752,4.3894,17.8282,4.7394,0.0,Warm
File_578,6.0784,12.659,0.0,0.0,20.629,4.3729,Warm
File_579,22.2624,7.2363,0.0,0.0,8.5702,4.0267,Warm
File_580,12.3838,1.5858,18.0865,16.4882,9.9131,0.0,Warm
File_581,11.3473,5.2272,7.6549,14.0835,16.7559,0.0,Warm
File_582,7.7317,16.7275,4.2691,7.8973,7.1726,9.187,Warm
File_583,6.1413,15.9336,0.0,0.0,20.0639,2.3872,Warm
File_584,10.971,7.1152,15.5648,10.4991,13.9291,0.0,Warm
File_585,33.1981,10.325,0.0,0.0,7.1421,2.2369,Warm
File_586,19.7846,1.5501,21.9052,13.8698,7.0855,0.0,Warm
File_587,18.0388,5.3586,11.8321,16.2173,13.3053,0.0,Warm
File_588,24.0677,19.4979,0.0,0.0,4.9804,4.3097,Warm
File_589,3.3358,1.7771,25.9958,11.7612,3.0943,0.0,Warm
File_590,12.0171,8.6975,13.555,2.7819,7.1067,2.4106,Warm
File_591,14.5375,14.2873,0.0,0.0,5.7119,0.5457,Cold
File_592,2.996,4.6289,27.2026,14.6915,5.592,0.0,Warm
File_593,17.6865,26.7026,0.0,0.0,29.5912,1.8105,Hot
File_594,24.0645,12.5648,2.0857,2.4185,9.8223,6.5532,Warm
File_595,29.8094,9.7329,0.0,0.0,28.8766,4.2775,Hot
File_596,16.3251,23.0169,3.2476,8.9985,6.7211,3.1001,Warm
File_597,5.1136,6.2683,15.2851,3.9121,18.6819,0.0,Warm
File_598,20.4001,6.2961,12.3912,1.7177,3.065,8.3495,Warm
File_599,17.5525,23.0201,3.3601,8.3602,9.7737,9.7502,Hot
File_600,16.9692,19.6721,4.2862,4.5564,7.7047,1.2701,Warm
File_601,15.7294,16.7773,13.1961,7.1771,5.1721,2.6033,Warm
File_602,29.1737,14.6959,14.0057,5.6189,7.9972,6.7124,Hot
File_603,16.9775,26.9801,0.0,0.0,9.0839,1.5931,Warm
File_604,33.6713,4.7817,0.0,0.0,22.6769,2.4997,Warm
File_605,26.5,15.7509,9.7276,6.7314,4.3028,2.8119,Warm
File_606,6.6198,8.3563,16.8331,15.1611,16.0167,0.0,Warm
File_607,13.7047,25.2768,0.0,0.0,8.2994,4.8836,Warm
File_608,8.205,24.3756,5.6249,7.9348,9.6878,3.0708,Warm
File_609,24.6368,25.2019,0.0,0.0,24.3216,3.6161,Hot
File_610,14.338,28.0629,0.0,0.0,25.4943,2.5253,Hot
File_611,17.8597,9.6411,19.0041,3.0987,6.297,0.0,Warm
File_612,26.7617,13.7036,0.0,0.0,3.9934,4.2954,Warm
File_613,24.3878,20.9215,6.2209,7.2547,7.6214,3.9284,Hot
File_614,26.5479,2.7446,12.9083,4.4429,9.521,1.5203,Warm
File_615,10.5399,1.4648,11.4836,14.5477,15.1398,0.0,Warm
File_616,16.9624,2.9596,16.657,9.137,5.4151,0.0,Warm
File_617,22.593,14.2298,0.0,0.0,6.4479,1.6481,Warm
File_618,19.118,6.0781,7.9104,16.6175,2.3011,0.0,Warm
File_619,7.9244,3.978,0.0,0.0,25.8066,2.8037,Warm
File_620,2.7956,1.9434,24.6398,7.2352,10.2479,0.0,Warm
File_621,24.6923,11.6321,12.9855,6.347,3.5932,3.8953,Warm
File_622,2.5108,5.8403,8.8284,15.1942,4.9175,0.0,Cold
File_623,15.8979,2.2755,29.0448,10.8242,19.319,0.0,Hot
File_624,27.6587,20.9417,11.9354,4.6155,3.9168,3.5098,Hot
File_625,3.3824,2.2025,19.8877,17.7249,19.4257,0.0,Warm
File_626,8.4747,5.587,23.5273,5.1114,14.5013,0.0,Warm
File_627,5.8233,20.0463,0.0,0.0,9.7065,2.1038,Cold
File_628,13.8599,13.0888,6.4175,9.7216,6.5478,4.6729,Warm
File_629,25.3229,9.6859,0.0,0.0,28.6539,2.5983,Warm
File_630,12.6633,24.5041,0.0,0.0,6.8707,3.3849,Warm
File_631,28.4891,5.864,14.6523,3.9647,1.6237,5.9249,Warm
File_632,19.7217,2.5127,14.2139,9.2962,6.8021,0.0,Warm
File_633,10.5406,1.7209,10.0141,14.8062,10.177,0.0,Warm
File_634,16.0118,5.8272,3.4799,7.5475,2.0833,7.9839,Warm
File_635,6.8368,16.479,12.1722,8.701,5.681,9.3705,Warm
File_636,30.0212,8.0577,0.0,0.0,9.9091,1.7875,Warm
File_637,5.1486,3.0938,9.1832,4.6022,3.5956,3.6721,Cold
File_638,12.3444,12.3286,5.8306,7.063,3.4713,7.0059,Warm
File_639,29.0941,8.4268,0.0,0.0,24.7578,1.6494,Warm
File_640,28.5875,9.9348,6.8208,5.1009,5.8609,4.3174,Warm
File_641,4.5388,10.9293,7.4329,3.7861,1.0616,8.9306,Cold
File_642,19.7988,5.5348,3.5021,5.3184,2.5293,3.5052,Warm
File_643,23.6704,21.6695,0.0,0.0,4.6347,2.5224,Warm
File_644,20.9198,12.8117,7.7709,4.8022,1.6075,9.3865,Warm
File_645,28.1177,9.7311,10.426,5.8517,7.1733,9.8631,Hot
File_646,31.724,4.8283,0.0,0.0,15.5111,2.5714,Warm
File_647,18.8394,10.4798,0.0,0.0,21.8927,4.0941,Warm
File_648,31.2898,5.4876,0.0,0.0,13.2072,2.3856,Warm
File_649,11.9132,9.4292,3.1021,14.084,4.0023,0.0,Warm
File_650,23.6042,6.3203,0.0,0.0,14.1274,2.2557,Warm
File_651,25.9392,21.3661,10.1417,3.6718,7.9285,9.3009,Hot
File_652,19.6223,16.0334,7.604,5.2552,8.6696,3.9552,Warm
File_653,16.7852,3.3562,20.5918,3.6843,18.9966,0.0,Warm
File_654,3.6406,11.7287,0.0,0.0,19.5292,0.577,Cold
File_655,12.0721,2.087,21.1446,3.0122,4.4278,0.0,Warm
File_656,10.6522,4.4756,11.381,7.1345,4.4783,0.0,Cold
File_657,20.7576,23.2713,0.0,0.0,25.7931,4.6165,Hot
File_658,18.7536,28.8986,0.0,0.0,14.4301,0.5022,Warm
File_659,26.8895,18.3115,12.5645,3.3729,9.3321,1.2385,Hot
File_660,17.1869,1.9679,16.7037,16.6411,15.8299,0.0,Warm
File_661,9.8608,22.1592,7.745,8.7104,5.8718,3.2421,Warm
File_662,30.8096,22.9824,0.0,0.0,5.4333,2.0569,Warm
File_663,12.7383,22.9127,8.2619,5.4473,5.7773,8.5001,Warm
File_664,25.6814,19.4868,2.8766,4.1143,7.3663,7.1625,Warm
File_665,10.6989,15.2734,0.0,0.0,19.7769,3.8669,Warm
File_666,19.6944,2.6633,4.1618,13.5466,11.6791,0.0,Warm
File_667,7.0178,3.187,11.1186,4.6484,5.5059,0.0,Cold
File_668,28.249,11.2134,12.1403,7.8885,8.1915,3.6913,Hot
File_669,17.66,27.9534,0.0,0.0,28.4555,2.0903,Hot
File_670,9.1596,20.0843,8.7174,9.7604,5.0461,2.1193,Warm
File_671,27.7153,24.5495,5.9977,3.2302,1.0284,2.2764,Warm
File_672,8.6904,24.6444,2.2733,9.6872,1.3236,5.0877,Warm
File_673,19.8063,27.4029,0.0,0.0,6.9952,1.4033,Warm
File_674,31.171,14.6349,0.0,0.0,4.3819,3.2533,Warm
File_675,21.8859,15.3747,14.4608,9.4087,8.999,5.6449,Hot
File_676,7.0415,27.9074,0.0,0.0,5.9794,1.8614,Warm
File_677,11.7992,14.2082,0.0,0.0,27.4214,2.7334,Warm
File_678,13.694,4.1303,0.0,0.0,22.3623,2.6459,Warm
File_679,12.6487,6.7388,12.0188,3.5916,5.1177,0.0,Warm
File_680,27.9845,6.8565,0.0,0.0,14.9658,3.2337,Warm
File_681,11.1868,5.5392,0.0,0.0,12.8732,1.0431,Cold
File_682,8.4144,3.2193,10.5716,17.7276,13.1978,0.0,Warm
File_683,31.5787,22.1041,0.0,0.0,23.7012,4.2176,Hot
File_684,4.9413,5.9252,4.7561,3.683,6.3558,9.8896,Cold
File_685,17.8433,8.6465,6.1328,17.8426,8.4011,0.0,Warm
File_686,26.6809,15.549,14.5511,6.5827,3.8939,6.6723,Hot
File_687,2.8034,6.8763,10.0964,16.3849,13.2341,0.0,Warm
File_688,15.5593,9.7214,2.0761,7.3135,2.1938,5.4406,Warm
File_689,28.4985,25.9288,0.0,0.0,6.1734,1.9142,Warm
File_690,11.3485,19.39,12.8979,2.8778,7.9419,5.556,Warm
File_691,3.5813,4.4587,13.3039,9.0114,13.0074,0.0,Warm
File_692,4.6044,6.8456,23.4128,14.2116,6.108,0.0,Warm
File_693,15.6283,19.6684,5.7404,5.9608,8.7648,5.703,Warm
File_694,16.9525,7.5674,22.5401,2.4307,8.7855,0.0,Warm
File_695,8.8112,9.9306,0.0,0.0,13.787,0.7388,Cold
File_696,34.4457,18.0599,0.0,0.0,13.3023,3.5243,Warm
File_697,25.319,18.364,11.5652,9.2101,3.15,4.6479,Hot
File_698,24.793,13.709,0.0,0.0,8.0185,1.1568,Warm
File_699,8.0031,4.9175,13.5548,2.8534,1.4681,5.5634,Cold
File_700,15.4609,4.2168,20.6221,9.773,6.0563,0.0,Warm
File_701,4.904,22.6921,7.7479,4.1761,9.5287,1.8224,Warm
File_702,16.2482,4.7202,23.7658,3.3052,10.3108,0.0,Warm
File_703,18.8007,9.1483,23.942,11.3917,9.5425,0.0,Hot
File_704,21.788,20.3982,7.3832,7.6982,2.2885,7.3912,Warm
File_705,28.0077,5.6428,0.0,0.0,18.0828,4.7837,Warm
File_706,12.8201,18.0475,10.882,2.6245,5.7331,4.0939,Warm
File_707,18.6165,4.6382,16.593,10.1574,2.9482,0.0,Warm
File_708,7.5117,8.2158,14.4016,12.4205,17.4952,0.0,Warm
File_709,16.4937,21.1624,0.0,0.0,19.1508,4.7792,Warm
File_710,16.3634,21.6972,0.0,0.0,12.5877,4.9163,Warm
File_711,3.4846,1.7273,9.5247,9.8782,5.4306,0.0,Cold
File_712,6.1658,15.574,0.0,0.0,16.1948,3.5681,Warm
File_713,15.7963,2.7523,4.8388,6.6402,6.3142,1.8126,Cold
File_714,11.5053,9.1856,19.4859,2.5962,18.763,0.0,Warm
File_715,30.1537,29.2625,0.0,0.0,11.904,2.2051,Hot
File_716,22.258,15.0265,0.0,0.0,28.4043,0.7851,Warm
File_717,25.3052,2.6009,10.3464,9.1854,1.9374,7.5023,Warm
File_718,21.1605,13.0916,0.0,0.0,18.691,4.2504,Warm
File_719,16.5573,25.7081,0.0,0.0,16.4693,0.6449,Warm
File_720,15.9547,10.6794,8.8112,2.8366,5.8239,1.1258,Warm
File_721,13.7872,5.0304,6.9397,9.1242,6.8537,0.0,Warm
File_722,18.8016,19.9546,6.4435,9.0431,9.4258,9.8394,Hot
File_723,12.2425,1.1945,17.6634,6.3884,13.9629,0.0,Warm
File_724,15.6216,1.8553,3.781,6.1552,13.5014,0.0,Warm
File_725,19.9781,17.6586,0.0,0.0,20.0134,3.1096,Warm
File_726,14.157,8.7119,12.2936,8.6166,5.6639,0.0,Warm
File_727,27.8263,6.4742,1.5265,1.1493,4.2564,8.328,Warm
File_728,16.1753,8.0521,0.0,0.0,20.6631,1.4029,Warm
File_729,8.755,2.5226,25.2781,16.547,5.6988,0.0,Warm
File_730,20.5471,19.2962,0.0,0.0,20.7453,1.2271,Warm
File_731,19.1034,9.5383,16.3444,13.483,18.1471,0.0,Hot
File_732,10.1313,12.3463,9.1426,1.3869,9.8065,6.795,Warm
File_733,9.3928,19.1497,12.4586,8.3719,8.7938,7.3472,Warm
File_734,18.2244,4.2016,23.905,10.7247,9.314,0.0,Warm
File_735,14.0342,8.1013,4.243,5.9629,4.7618,0.0,Cold
File_736,27.2194,27.8381,0.0,0.0,5.5262,1.4017,Warm
File_737,8.5709,18.0953,7.2701,8.4683,5.5419,6.4774,Warm
File_738,12.7389,7.696,20.0904,3.8724,13.3206,0.0,Warm
File_739,16.5659,23.6896,5.6758,2.5647,8.553,6.9093,Warm
File_740,6.3862,2.6938,25.8294,3.5213,14.1434,0.0,Warm
File_741,20.1282,21.6534,14.001,4.068,9.2062,4.7099,Hot
File_742,12.3906,9.204,0.0,0.0,26.3395,4.3843,Warm
File_743,18.0039,3.6403,28.8823,18.2003,9.5767,0.0,Hot
File_744,7.5752,3.0231,13.5291,15.2524,2.6794,0.0,Warm
File_745,3.6962,6.5695,9.5981,17.6777,14.7501,0.0,Warm
File_746,9.6938,2.7801,5.7156,2.2733,1.6158,9.3889,Cold
File_747,15.9578,16.6241,0.0,0.0,28.8192,1.001,Warm
File_748,27.4993,11.0932,8.4096,6.2331,8.4118,8.7008,Hot
File_749,18.0409,15.8945,0.0,0.0,27.1977,4.7456,Warm
File_750,10.1801,7.7218,13.2455,17.1233,5.3604,0.0,Warm
File_751,18.4116,22.9115,0.0,0.0,25.6617,2.3569,Warm
File_752,8.3358,3.271,0.0,0.0,7.9253,0.6066,Cold
File_753,16.6277,5.8025,3.3394,9.1787,9.2991,3.0807,Warm
File_754,7.4902,8.2085,19.6259,11.0504,14.4912,0.0,Warm
File_755,11.7506,10.4308,6.6146,1.3928,4.5188,2.3994,Cold
File_756,14.481,11.2525,0.0,0.0,12.5158,2.0454,Warm
File_757,11.1748,9.2021,8.8122,11.678,6.2977,0.0,Warm
File_758,33.0106,9.8657,0.0,0.0,27.1006,3.3006,Hot
File_759,28.9762,13.4432,8.0135,2.1809,4.7831,2.6649,Warm
File_760,14.2639,2.6961,18.793,9.1067,15.185,0.0,Warm
File_761,10.6178,4.0267,14.8856,3.4016,17.3041,0.0,Warm
