File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier,Storage_Tier_Encoded
File_360,0.5147,0.1775,0.0,0.0,0.9478,0.3361,Warm,1
File_361,0.2347,0.1716,0.4803,0.7797,0.4232,0.0,Warm,1
File_362,0.4516,0.126,0.0,0.0,0.1582,0.3197,Cold,0
File_363,0.5173,0.2573,0.4236,0.0984,0.2427,0.2388,Warm,1
File_364,0.292,0.0804,0.7054,0.71,0.3834,0.0,Warm,1
File_365,0.7816,0.4925,0.0,0.0,0.8179,0.2334,Warm,1
File_366,0.0513,0.5044,0.1089,0.3949,0.3011,0.5439,Warm,1
File_367,0.5317,0.4197,0.0,0.0,0.3022,0.0684,Warm,1
File_368,0.0972,0.5262,0.2068,0.0696,0.0223,0.1419,Cold,0
File_369,0.3194,0.1225,0.2621,0.2112,0.1011,0.7929,Warm,1
File_370,0.192,0.1631,0.3953,0.3102,0.1887,0.0,Cold,0
File_371,0.3415,0.9939,0.0,0.0,0.3507,0.0527,Warm,1
File_372,0.2359,0.5624,0.154,0.4876,0.2671,0.1772,Warm,1
File_373,0.1947,0.1801,0.2992,0.4615,0.265,0.6603,Warm,1
File_374,0.3454,0.5995,0.1217,0.2509,0.124,0.2025,Warm,1
File_375,0.6622,0.612,0.1807,0.4927,0.202,0.4039,Warm,1
File_376,0.1112,0.2846,0.0,0.0,0.5877,0.055,Cold,0
File_377,0.4826,0.5728,0.0,0.0,0.269,0.3234,Warm,1
File_378,0.2452,0.3233,0.1798,0.0636,0.0028,0.8039,Cold,0
File_379,0.0632,0.1118,0.2538,0.1873,0.0761,0.8839,Cold,0
File_380,0.0726,0.6623,0.0,0.0,0.8936,0.4889,Warm,1
File_381,0.8313,0.0744,0.1527,0.2641,0.2598,0.9556,Warm,1
File_382,0.2583,0.1279,0.0,0.0,0.6069,0.2834,Cold,0
File_383,0.1883,0.0582,0.1763,0.1669,0.1682,0.8874,Cold,0
File_384,0.287,0.1443,0.1806,0.7841,0.3841,0.0,Warm,1
File_385,0.1116,0.0077,0.1475,0.3862,0.1704,0.0,Cold,0
File_386,0.6263,0.5126,0.4245,0.4457,0.0197,0.7213,Warm,1
File_387,0.5757,0.578,0.0,0.0,0.2722,0.1874,Warm,1
File_388,0.8144,0.7581,0.0608,0.3065,0.0588,0.5699,Warm,1
File_389,0.4832,0.0711,0.2907,0.2491,0.4432,0.0,Warm,1
File_390,0.0406,0.6737,0.4275,0.0684,0.182,0.5285,Warm,1
File_391,0.9459,0.2727,0.0,0.0,0.1698,0.4394,Warm,1
File_392,0.7451,0.1013,0.2024,0.264,0.1587,0.4319,Warm,1
File_393,0.1334,0.2952,0.3346,0.4643,0.2745,0.0,Warm,1
File_394,0.4051,0.6476,0.0,0.0,0.6285,0.4129,Warm,1
File_395,0.0684,0.8848,0.0,0.0,0.4984,0.1001,Warm,1
File_396,0.4159,0.293,0.5098,0.5612,0.5864,0.0,Warm,1
File_397,0.7202,0.4588,0.327,0.2011,0.1772,0.4879,Warm,1
File_398,0.6162,0.6183,0.2705,0.223,0.2979,0.3304,Warm,1
File_399,0.2417,0.491,0.1964,0.2818,0.0558,0.3653,Warm,1
File_400,0.207,0.416,0.0,0.0,0.4914,0.4143,Warm,1
File_401,0.574,0.709,0.0967,0.2702,0.0254,0.7044,Warm,1
File_402,0.0617,0.1034,0.0,0.0,0.6453,0.3572,Cold,0
File_403,0.4793,0.3879,0.0,0.0,0.7545,0.4646,Warm,1
File_404,0.0657,0.5465,0.0,0.0,0.2856,0.2283,Cold,0
File_405,0.3505,0.4925,0.0,0.0,0.1049,0.2407,Cold,0
File_406,0.5813,0.8059,0.2474,0.4274,0.1876,0.7445,Hot,2
File_407,0.3555,0.3828,0.2495,0.3044,0.007,0.5263,Warm,1
File_408,0.4081,0.05,0.4881,0.852,0.3506,0.0,Warm,1
File_409,0.3386,0.0827,0.4723,0.5337,0.6297,0.0,Warm,1
File_410,0.7428,0.4801,0.1792,0.2118,0.1688,0.8988,Warm,1
File_411,0.2883,0.0819,0.8672,0.1662,0.475,0.0,Warm,1
File_412,0.8464,0.6736,0.164,0.0576,0.2545,0.2006,Warm,1
File_413,0.1519,0.1224,0.0,0.0,0.7494,0.2613,Cold,0
File_414,0.0992,0.1173,0.0,0.0,0.2631,0.3185,Cold,0
File_415,0.3684,0.3661,0.0,0.0,0.3397,0.1537,Cold,0
File_416,0.2392,0.1083,0.4853,0.7386,0.4869,0.0,Warm,1
File_417,0.1816,0.7173,0.199,0.2086,0.1165,0.6691,Warm,1
File_418,0.5012,0.8055,0.1158,0.3739,0.2609,0.2042,Warm,1
File_419,0.5009,0.7257,0.0,0.0,0.6531,0.1232,Warm,1
File_420,0.3302,0.8608,0.0,0.0,0.5253,0.3673,Warm,1
File_421,0.5536,0.0922,0.0,0.0,0.4387,0.2801,Warm,1
File_422,0.3783,0.719,0.4666,0.4552,0.0247,0.6509,Warm,1
File_423,0.9227,0.5875,0.0,0.0,0.0769,0.0614,Warm,1
File_424,0.1879,0.4096,0.3713,0.2803,0.2165,0.875,Warm,1
File_425,0.1421,0.1191,0.1958,0.4564,0.1844,0.0,Cold,0
File_426,0.1387,0.5206,0.3335,0.2207,0.017,0.4116,Warm,1
File_427,0.4707,0.281,0.7254,0.4958,0.3978,0.0,Hot,2
File_428,0.7835,0.6179,0.2267,0.4752,0.2269,0.6265,Hot,2
File_429,0.2421,0.2129,0.6861,0.4818,0.4916,0.0,Warm,1
File_430,0.0548,0.9397,0.0,0.0,0.9755,0.1296,Warm,1
File_431,0.0198,0.288,0.8269,0.5653,0.4151,0.0,Warm,1
File_432,0.7991,0.5065,0.0,0.0,0.6245,0.3841,Warm,1
File_433,0.7901,0.4335,0.0,0.0,0.2059,0.1272,Warm,1
File_434,0.5025,0.7708,0.3005,0.4852,0.0385,0.9062,Hot,2
File_435,0.6235,0.9587,0.0,0.0,0.7491,0.4122,Hot,2
File_436,0.1567,0.2612,0.9426,0.45,0.112,0.0,Warm,1
File_437,0.8422,0.93,0.0,0.0,0.2104,0.1589,Warm,1
File_438,0.0835,0.144,0.0,0.0,0.1042,0.3464,Cold,0
File_439,0.2854,0.206,0.0,0.0,0.813,0.2258,Warm,1
File_440,0.3393,0.0691,0.5832,0.541,0.6459,0.0,Warm,1
File_441,0.7088,0.361,0.2809,0.4089,0.2072,0.3945,Warm,1
File_442,0.9354,0.8226,0.0,0.0,0.6058,0.0953,Hot,2
File_443,0.0444,0.6868,0.0,0.0,0.6206,0.3305,Warm,1
File_444,0.4049,0.1431,0.4838,0.151,0.1987,0.8017,Warm,1
File_445,0.2721,0.2311,0.1227,0.8848,0.3118,0.0,Warm,1
File_446,0.0826,0.0351,0.3279,0.84,0.2386,0.0,Warm,1
File_447,0.1197,0.1905,0.3079,0.8562,0.2574,0.0,Warm,1
File_448,0.1854,0.2792,0.4966,0.3261,0.3621,0.0,Warm,1
File_449,0.1918,0.2137,0.4264,0.1593,0.1073,0.8852,Warm,1
File_450,0.6624,0.1611,0.3943,0.0912,0.2479,0.3495,Warm,1
File_451,0.1476,0.4468,0.0,0.0,0.5522,0.4786,Warm,1
File_452,0.1982,0.3234,0.0,0.0,0.7656,0.3056,Warm,1
File_453,0.0735,0.3091,0.0,0.0,0.5689,0.2044,Cold,0
File_454,0.7122,0.3113,0.0,0.0,0.7107,0.3602,Warm,1
File_455,0.6464,0.6468,0.098,0.0526,0.1214,0.6169,Warm,1
File_456,0.4327,0.1063,0.6302,0.7224,0.6218,0.0,Hot,2
File_457,0.6632,0.5281,0.4682,0.4656,0.1354,0.6525,Hot,2
File_458,0.6629,0.6086,0.0982,0.2893,0.0162,0.6611,Warm,1
File_459,0.7842,0.5682,0.0,0.0,0.6484,0.0812,Warm,1
File_460,0.744,0.2629,0.0,0.0,0.4364,0.095,Warm,1
File_461,0.5016,0.2795,0.694,0.2943,0.2263,0.0,Warm,1
File_462,0.8681,0.3424,0.0,0.0,0.5487,0.2647,Warm,1
File_463,0.3022,0.3014,0.1754,0.1901,0.2849,0.6184,Warm,1
File_464,0.2739,0.176,0.1688,0.4533,0.3022,0.3341,Warm,1
File_465,0.2395,0.2038,0.8998,0.7491,0.5906,0.0,Hot,2
File_466,0.6021,0.9744,0.0,0.0,0.3541,0.2375,Warm,1
File_467,0.9593,0.6527,0.0,0.0,0.3903,0.3318,Warm,1
File_468,0.2355,0.2209,0.5688,0.1304,0.0463,0.0,Cold,0
File_469,0.8987,0.8899,0.0,0.0,0.8429,0.434,Hot,2
File_470,0.2659,0.1801,0.068,0.226,0.2962,0.7168,Cold,0
File_471,0.0586,0.0891,0.9891,0.1459,0.1768,0.0,Warm,1
File_472,0.2642,0.0628,0.5608,0.181,0.5292,0.0,Warm,1
File_473,0.0958,0.2929,0.566,0.8516,0.6246,0.0,Warm,1
File_474,0.227,0.1225,0.3309,0.1024,0.0547,0.0,Cold,0
File_475,0.6367,0.7737,0.0,0.0,0.3465,0.0748,Warm,1
File_476,0.826,0.5807,0.0,0.0,0.5828,0.3058,Warm,1
File_477,0.0306,0.3483,0.094,0.1233,0.216,0.1665,Cold,0
File_478,0.3701,0.1987,0.5782,0.7503,0.1713,0.0,Warm,1
File_479,0.6872,0.561,0.0,0.0,0.7894,0.1297,Warm,1
File_480,0.4998,0.1226,0.4736,0.2441,0.0913,0.0,Warm,1
File_481,0.1807,0.2065,0.3259,0.5568,0.1934,0.0,Warm,1
File_482,0.1577,0.0798,0.9751,0.2333,0.4274,0.0,Warm,1
File_483,0.1484,0.1987,0.7958,0.2712,0.4457,0.0,Warm,1
File_484,0.1669,0.3021,0.1237,0.3406,0.1886,0.4502,Cold,0
File_485,0.2027,0.2549,0.0693,0.0653,0.0473,0.5484,Cold,0
File_486,0.2758,0.7127,0.2329,0.4362,0.1914,0.359,Warm,1
File_487,0.6853,0.2572,0.3282,0.4034,0.1103,0.4519,Warm,1
File_488,0.293,0.7914,0.0,0.0,0.1069,0.2022,Warm,1
File_489,0.8385,0.7014,0.0,0.0,0.8818,0.2447,Hot,2
File_490,0.7942,0.6111,0.3922,0.384,0.2673,0.3614,Hot,2
File_491,0.1212,0.7465,0.0,0.0,0.5992,0.3679,Warm,1
File_492,0.8481,0.4201,0.0,0.0,1.0,0.4371,Hot,2
File_493,0.3434,0.5846,0.1495,0.0936,0.1073,0.5563,Warm,1
File_494,0.4062,0.9475,0.0,0.0,0.5388,0.3565,Warm,1
File_495,0.1582,0.9753,0.0,0.0,0.3354,0.425,Warm,1
File_496,0.9375,0.681,0.0,0.0,0.2151,0.2387,Warm,1
File_497,0.1136,0.2496,0.0,0.0,0.2712,0.2272,Cold,0
File_498,0.1705,0.1021,0.2746,0.1422,0.2116,0.3212,Cold,0
File_499,0.6282,0.7226,0.0,0.0,0.1302,0.3969,Warm,1
File_500,0.4996,0.307,0.4206,0.3516,0.4425,0.0,Warm,1
File_501,0.4997,0.2203,0.2995,0.2144,0.4005,0.0,Warm,1
File_502,0.6373,0.3375,0.25,0.3032,0.1212,0.7038,Warm,1
File_503,0.0939,0.9241,0.0,0.0,0.5012,0.349,Warm,1
File_504,0.4988,0.3253,0.2561,0.2961,0.166,0.6391,Warm,1
File_505,0.6271,0.3328,0.0,0.0,0.2809,0.2415,Warm,1
File_506,0.6865,0.3496,0.0,0.0,0.6621,0.0746,Warm,1
File_507,0.1615,0.0652,0.1122,0.7828,0.2368,0.0,Cold,0
File_508,0.2053,0.117,0.0,0.0,0.847,0.282,Warm,1
File_509,0.3312,0.7181,0.0634,0.3406,0.2065,0.4514,Warm,1
File_510,0.5398,0.0771,0.0,0.0,0.6781,0.1404,Warm,1
File_511,0.0577,0.7095,0.1111,0.4286,0.055,0.2328,Warm,1
File_512,0.8442,0.3486,0.0923,0.106,0.2159,0.4462,Warm,1
File_513,0.3294,0.0813,0.2345,0.4834,0.2959,0.2531,Warm,1
File_514,0.5516,0.6913,0.0,0.0,0.5144,0.4282,Warm,1
File_515,0.312,0.1568,0.7837,0.9163,0.2094,0.0,Warm,1
File_516,0.5403,0.2354,0.6613,0.181,0.3627,0.0,Warm,1
File_517,0.0417,0.2236,0.837,0.14,0.6173,0.0,Warm,1
File_518,0.7972,0.7754,0.2118,0.49,0.0587,0.4613,Hot,2
File_519,0.8661,0.4103,0.0,0.0,0.4184,0.4827,Warm,1
File_520,0.1346,0.8114,0.0,0.0,0.2309,0.3812,Warm,1
File_521,0.1176,0.1022,0.3999,0.9704,0.0661,0.0,Warm,1
File_522,0.6195,0.3715,0.0,0.0,0.6227,0.457,Warm,1
File_523,0.8198,0.6093,0.1629,0.4598,0.0032,0.9902,Hot,2
File_524,0.3136,0.6795,0.4333,0.0681,0.034,0.7242,Warm,1
File_525,0.2635,0.613,0.0,0.0,0.8205,0.4905,Warm,1
File_526,0.6102,0.769,0.1176,0.467,0.2752,0.4162,Hot,2
File_527,0.5361,0.2623,0.6017,0.8841,0.1303,0.0,Warm,1
File_528,0.6292,0.7512,0.0,0.0,0.636,0.3603,Warm,1
File_529,0.1656,0.1007,0.0,0.0,0.0763,0.116,Cold,0
File_530,0.1048,0.4944,0.0,0.0,0.3578,0.1107,Cold,0
File_531,0.6488,0.6604,0.2078,0.4481,0.0572,0.3431,Warm,1
File_532,0.2172,0.7111,0.275,0.4029,0.0241,0.992,Warm,1
File_533,0.9791,0.6633,0.0,0.0,0.9985,0.3281,Hot,2
File_534,0.2111,0.7135,0.3282,0.1329,0.0673,0.1826,Warm,1
File_535,0.8414,0.1189,0.4696,0.4531,0.0712,0.3968,Warm,1
File_536,0.2912,0.2458,0.7356,0.4888,0.2559,0.0,Warm,1
File_537,0.6357,0.3995,0.0,0.0,0.5291,0.0862,Warm,1
File_538,0.3826,0.1013,0.3499,0.1637,0.1213,0.4326,Warm,1
File_539,0.3817,0.5338,0.3433,0.136,0.1274,0.5751,Warm,1
File_540,0.3129,0.1447,0.1985,0.1518,0.094,0.7024,Cold,0
File_541,0.0742,0.0861,0.5586,0.1426,0.5587,0.0,Warm,1
File_542,0.0585,0.1979,0.2014,0.2626,0.4323,0.0,Cold,0
File_543,0.9353,0.4709,0.0,0.0,0.4048,0.1818,Warm,1
File_544,0.7696,0.4913,0.1089,0.4956,0.1576,0.4863,Warm,1
File_545,0.6096,0.9084,0.0,0.0,0.1271,0.1424,Warm,1
File_546,0.3762,0.292,0.0,0.0,0.5898,0.1249,Warm,1
File_547,0.0445,0.9485,0.0,0.0,0.2142,0.2975,Warm,1
File_548,0.18,0.3177,0.0,0.0,0.1978,0.1657,Cold,0
File_549,0.3203,0.7272,0.2971,0.4344,0.1419,0.759,Warm,1
File_550,0.284,0.2851,0.4801,0.4385,0.0948,0.4475,Warm,1
File_551,0.5804,0.5062,0.3595,0.0556,0.0324,0.1674,Warm,1
File_552,0.648,0.2983,0.0,0.0,0.9716,0.1472,Warm,1
File_553,0.263,0.4131,0.3636,0.3081,0.1578,0.7271,Warm,1
File_554,0.0969,0.076,0.4858,0.3751,0.1927,0.2855,Cold,0
File_555,0.6974,0.3737,0.1337,0.3232,0.2064,0.4386,Warm,1
File_556,0.2511,0.0763,0.5449,0.3641,0.3291,0.0,Warm,1
File_557,0.6479,0.5125,0.3621,0.3877,0.066,0.5029,Warm,1
File_558,0.4471,0.9456,0.0,0.0,0.7238,0.2245,Warm,1
File_559,0.4599,0.6729,0.4529,0.3706,0.0135,0.7995,Warm,1
File_560,0.2951,0.224,0.69,0.3798,0.3299,0.0,Warm,1
File_561,0.3845,0.5711,0.3107,0.2464,0.1124,0.2972,Warm,1
File_562,0.1953,0.41,0.4517,0.4174,0.3048,0.6622,Warm,1
File_563,0.2558,0.3966,0.1005,0.1967,0.2824,0.7105,Warm,1
File_564,0.4544,0.6888,0.4275,0.2793,0.2826,0.3245,Warm,1
File_565,0.2874,0.8985,0.0,0.0,0.6975,0.2297,Warm,1
File_566,0.1126,0.2234,0.0,0.0,0.812,0.1495,Cold,0
File_567,0.2118,0.0022,0.9953,0.209,0.3022,0.0,Warm,1
File_568,0.5937,0.4822,0.3482,0.357,0.0298,0.7964,Warm,1
File_569,0.2644,0.1342,0.9335,0.4235,0.2322,0.0,Warm,1
File_570,0.6868,0.0765,0.1784,0.3326,0.0814,0.7754,Warm,1
File_571,0.9245,0.9868,0.0,0.0,0.9049,0.0666,Hot,2
File_572,0.4113,0.3852,0.0,0.0,0.0948,0.4862,Cold,0
File_573,0.5643,0.6402,0.0,0.0,0.5017,0.3971,Warm,1
File_574,0.2763,0.261,0.1965,0.8863,0.3883,0.0,Warm,1
File_575,0.522,0.2696,0.0,0.0,0.5093,0.2946,Warm,1
File_576,0.9823,0.1879,0.0,0.0,0.5494,0.2378,Warm,1
File_577,0.2803,0.2431,0.1478,0.9005,0.1301,0.0,Warm,1
File_578,0.123,0.4065,0.0,0.0,0.6848,0.4422,Warm,1
File_579,0.6207,0.2173,0.0,0.0,0.2638,0.4072,Warm,1
File_580,0.3169,0.0202,0.609,0.8328,0.3107,0.0,Warm,1
File_581,0.2851,0.1472,0.2578,0.7113,0.5496,0.0,Warm,1
File_582,0.1739,0.5484,0.1438,0.3989,0.215,0.929,Warm,1
File_583,0.125,0.5207,0.0,0.0,0.665,0.2414,Warm,1
File_584,0.2735,0.2131,0.5241,0.5303,0.4509,0.0,Warm,1
File_585,0.957,0.325,0.0,0.0,0.2139,0.2262,Warm,1
File_586,0.5445,0.0189,0.7376,0.7005,0.212,0.0,Warm,1
File_587,0.4908,0.1518,0.3984,0.8191,0.4291,0.0,Warm,1
File_588,0.6762,0.645,0.0,0.0,0.1385,0.4358,Warm,1
File_589,0.0387,0.0269,0.8754,0.594,0.0726,0.0,Warm,1
File_590,0.3057,0.2683,0.4564,0.1405,0.2127,0.2438,Warm,1
File_591,0.3832,0.4633,0.0,0.0,0.164,0.0552,Cold,0
File_592,0.0282,0.1263,0.916,0.742,0.1598,0.0,Warm,1
File_593,0.48,0.8964,0.0,0.0,0.9977,0.1831,Hot,2
File_594,0.6761,0.4032,0.0702,0.1222,0.3075,0.6626,Warm,1
File_595,0.8528,0.3044,0.0,0.0,0.9727,0.4325,Hot,2
File_596,0.4381,0.7678,0.1094,0.4545,0.1992,0.3135,Warm,1
File_597,0.0934,0.1835,0.5147,0.1976,0.6168,0.0,Warm,1
File_598,0.5635,0.1845,0.4173,0.0868,0.0716,0.8443,Warm,1
File_599,0.4759,0.7679,0.1131,0.4223,0.3058,0.9859,Hot,2
File_600,0.4579,0.6511,0.1443,0.2301,0.2336,0.1284,Warm,1
File_601,0.4198,0.5501,0.4444,0.3625,0.1452,0.2632,Warm,1
File_602,0.8333,0.4775,0.4716,0.2838,0.2438,0.6787,Hot,2
File_603,0.4582,0.906,0.0,0.0,0.2817,0.1611,Warm,1
File_604,0.9716,0.1317,0.0,0.0,0.7563,0.2528,Warm,1
File_605,0.751,0.5143,0.3276,0.34,0.1148,0.2843,Warm,1
File_606,0.1397,0.2564,0.5668,0.7658,0.5238,0.0,Warm,1
File_607,0.3576,0.8466,0.0,0.0,0.2543,0.4938,Warm,1
File_608,0.1884,0.8152,0.1894,0.4008,0.3028,0.3105,Warm,1
File_609,0.6937,0.844,0.0,0.0,0.8137,0.3656,Hot,2
File_610,0.377,0.9438,0.0,0.0,0.8546,0.2553,Hot,2
File_611,0.4853,0.3012,0.6399,0.1565,0.1844,0.0,Warm,1
File_612,0.7591,0.4429,0.0,0.0,0.104,0.4343,Warm,1
File_613,0.6861,0.6947,0.2095,0.3664,0.2307,0.3972,Hot,2
File_614,0.7525,0.0606,0.4347,0.2244,0.297,0.1537,Warm,1
File_615,0.2602,0.016,0.3867,0.7348,0.4931,0.0,Warm,1
File_616,0.4577,0.0681,0.5609,0.4615,0.1537,0.0,Warm,1
File_617,0.6309,0.4613,0.0,0.0,0.1897,0.1666,Warm,1
File_618,0.524,0.1769,0.2664,0.8393,0.0449,0.0,Warm,1
File_619,0.1798,0.1036,0.0,0.0,0.8655,0.2835,Warm,1
File_620,0.0221,0.0327,0.8297,0.3654,0.3224,0.0,Warm,1
File_621,0.6954,0.3706,0.4373,0.3206,0.0901,0.3939,Warm,1
File_622,0.0133,0.1686,0.2973,0.7674,0.1363,0.0,Cold,0
File_623,0.425,0.0442,0.978,0.5467,0.639,0.0,Hot,2
File_624,0.7867,0.6954,0.4019,0.2331,0.1013,0.3549,Hot,2
File_625,0.0401,0.0417,0.6697,0.8952,0.6428,0.0,Warm,1
File_626,0.1967,0.1598,0.7923,0.2582,0.4709,0.0,Warm,1
File_627,0.1152,0.6642,0.0,0.0,0.3035,0.2127,Cold,0
File_628,0.3623,0.4215,0.2161,0.491,0.1932,0.4725,Warm,1
File_629,0.7148,0.3027,0.0,0.0,0.9649,0.2627,Warm,1
File_630,0.3255,0.8197,0.0,0.0,0.2045,0.3423,Warm,1
File_631,0.8122,0.1694,0.4934,0.2002,0.0213,0.5991,Warm,1
File_632,0.5426,0.0525,0.4786,0.4695,0.2021,0.0,Warm,1
File_633,0.2603,0.0249,0.3372,0.7478,0.3199,0.0,Warm,1
File_634,0.4285,0.1681,0.1172,0.3812,0.0373,0.8073,Warm,1
File_635,0.1464,0.5397,0.4099,0.4395,0.1629,0.9475,Warm,1
File_636,0.8593,0.2459,0.0,0.0,0.3105,0.1807,Warm,1
File_637,0.0944,0.0728,0.3092,0.2324,0.0901,0.3713,Cold,0
File_638,0.3157,0.3949,0.1963,0.3567,0.0858,0.7084,Warm,1
File_639,0.8308,0.2588,0.0,0.0,0.8289,0.1668,Warm,1
File_640,0.8152,0.3114,0.2297,0.2576,0.1692,0.4366,Warm,1
File_641,0.0757,0.3461,0.2503,0.1912,0.0017,0.903,Cold,0
File_642,0.545,0.1579,0.1179,0.2686,0.0529,0.3544,Warm,1
File_643,0.664,0.7208,0.0,0.0,0.1264,0.2551,Warm,1
File_644,0.5794,0.4118,0.2617,0.2425,0.0207,0.9491,Warm,1
File_645,0.8008,0.3043,0.3511,0.2956,0.215,0.9973,Hot,2
File_646,0.9117,0.1333,0.0,0.0,0.5061,0.26,Warm,1
File_647,0.5155,0.3304,0.0,0.0,0.7289,0.414,Warm,1
File_648,0.8983,0.1563,0.0,0.0,0.4257,0.2412,Warm,1
File_649,0.3025,0.2938,0.1045,0.7114,0.1043,0.0,Warm,1
File_650,0.662,0.1853,0.0,0.0,0.4578,0.2281,Warm,1
File_651,0.7338,0.7102,0.3415,0.1855,0.2414,0.9405,Hot,2
File_652,0.5395,0.5242,0.2561,0.2654,0.2673,0.3999,Warm,1
File_653,0.4523,0.0819,0.6934,0.1861,0.6278,0.0,Warm,1
File_654,0.0481,0.374,0.0,0.0,0.6464,0.0583,Cold,0
File_655,0.3074,0.0377,0.712,0.1521,0.1192,0.0,Warm,1
File_656,0.2637,0.121,0.3832,0.3603,0.121,0.0,Cold,0
File_657,0.5744,0.7767,0.0,0.0,0.8651,0.4668,Hot,2
File_658,0.5128,0.973,0.0,0.0,0.4684,0.0508,Warm,1
File_659,0.763,0.6036,0.4231,0.1704,0.2904,0.1252,Hot,2
File_660,0.4646,0.0335,0.5625,0.8405,0.5172,0.0,Warm,1
File_661,0.2394,0.7379,0.2608,0.4399,0.1696,0.3278,Warm,1
File_662,0.8836,0.7666,0.0,0.0,0.1543,0.208,Warm,1
File_663,0.3278,0.7641,0.2782,0.2751,0.1663,0.8595,Warm,1
File_664,0.7259,0.6446,0.0969,0.2078,0.2218,0.7242,Warm,1
File_665,0.2651,0.4977,0.0,0.0,0.655,0.391,Warm,1
File_666,0.5418,0.0578,0.1401,0.6842,0.3723,0.0,Warm,1
File_667,0.1519,0.076,0.3744,0.2348,0.1568,0.0,Cold,0
File_668,0.8048,0.356,0.4088,0.3984,0.2506,0.3733,Hot,2
File_669,0.4792,0.94,0.0,0.0,0.958,0.2114,Hot,2
File_670,0.2178,0.6655,0.2935,0.493,0.1408,0.2143,Warm,1
File_671,0.7884,0.8212,0.202,0.1632,0.0005,0.2302,Warm,1
File_672,0.2034,0.8246,0.0766,0.4893,0.0108,0.5144,Warm,1
File_673,0.5452,0.9208,0.0,0.0,0.2088,0.1419,Warm,1
File_674,0.8947,0.4754,0.0,0.0,0.1176,0.329,Warm,1
File_675,0.6091,0.5012,0.4869,0.4752,0.2788,0.5708,Hot,2
File_676,0.1527,0.9384,0.0,0.0,0.1734,0.1882,Warm,1
File_677,0.299,0.4605,0.0,0.0,0.9219,0.2764,Warm,1
File_678,0.3572,0.1089,0.0,0.0,0.7453,0.2675,Warm,1
File_679,0.3251,0.1999,0.4047,0.1814,0.1433,0.0,Warm,1
File_680,0.7967,0.204,0.0,0.0,0.4871,0.327,Warm,1
File_681,0.2801,0.1581,0.0,0.0,0.414,0.1055,Cold,0
File_682,0.1949,0.0772,0.356,0.8954,0.4254,0.0,Warm,1
File_683,0.9072,0.7359,0.0,0.0,0.792,0.4265,Hot,2
File_684,0.0881,0.1716,0.1602,0.186,0.1865,1.0,Cold,0
File_685,0.4848,0.2665,0.2065,0.9012,0.2579,0.0,Warm,1
File_686,0.7566,0.5073,0.49,0.3325,0.1005,0.6747,Hot,2
File_687,0.0223,0.2047,0.34,0.8276,0.4266,0.0,Warm,1
File_688,0.4146,0.304,0.0699,0.3694,0.0412,0.5501,Warm,1
File_689,0.8125,0.8694,0.0,0.0,0.1801,0.1936,Warm,1
File_690,0.2851,0.6413,0.4343,0.1454,0.2419,0.5618,Warm,1
File_691,0.0462,0.1204,0.448,0.4551,0.4187,0.0,Warm,1
File_692,0.0777,0.2037,0.7884,0.7178,0.1778,0.0,Warm,1
File_693,0.4167,0.651,0.1933,0.3011,0.2706,0.5767,Warm,1
File_694,0.4574,0.2288,0.759,0.1228,0.2713,0.0,Warm,1
File_695,0.2071,0.3113,0.0,0.0,0.4459,0.0747,Cold,0
File_696,0.9954,0.5949,0.0,0.0,0.429,0.3564,Warm,1
File_697,0.7147,0.6055,0.3894,0.4652,0.0746,0.47,Hot,2
File_698,0.6985,0.4431,0.0,0.0,0.2445,0.117,Warm,1
File_699,0.1822,0.1364,0.4564,0.1441,0.0159,0.5626,Cold,0
File_700,0.4116,0.112,0.6944,0.4936,0.176,0.0,Warm,1
File_701,0.0869,0.7565,0.2609,0.2109,0.2973,0.1843,Warm,1
File_702,0.4358,0.1295,0.8003,0.1669,0.3246,0.0,Warm,1
File_703,0.5143,0.284,0.8062,0.5754,0.2977,0.0,Hot,2
File_704,0.6061,0.6764,0.2486,0.3888,0.0445,0.7474,Warm,1
File_705,0.7974,0.1617,0.0,0.0,0.5959,0.4837,Warm,1
File_706,0.3304,0.5944,0.3664,0.1326,0.1648,0.414,Warm,1
File_707,0.5086,0.1267,0.5587,0.513,0.0675,0.0,Warm,1
File_708,0.1671,0.2515,0.485,0.6273,0.5754,0.0,Warm,1
File_709,0.4433,0.7031,0.0,0.0,0.6332,0.4833,Warm,1
File_710,0.4393,0.7217,0.0,0.0,0.4041,0.4971,Warm,1
File_711,0.0433,0.0251,0.3207,0.4989,0.1542,0.0,Cold,0
File_712,0.1257,0.5081,0.0,0.0,0.53,0.3608,Warm,1
File_713,0.4219,0.0609,0.1629,0.3354,0.185,0.1833,Cold,0
File_714,0.2899,0.2853,0.6562,0.1311,0.6196,0.0,Warm,1
File_715,0.8634,0.9857,0.0,0.0,0.3802,0.223,Hot,2
File_716,0.6206,0.489,0.0,0.0,0.9562,0.0794,Warm,1
File_717,0.7143,0.0556,0.3484,0.4639,0.0322,0.7586,Warm,1
File_718,0.5868,0.4216,0.0,0.0,0.6171,0.4298,Warm,1
File_719,0.4453,0.8617,0.0,0.0,0.5396,0.0652,Warm,1
File_720,0.4268,0.3374,0.2967,0.1433,0.1679,0.1138,Warm,1
